Season,Team1,Team2,Team1_win,eFG_T1,TOV_Pct_T1,ORB_Pct_T1,FTR_T1,Win_T1,eFG_T2,TOV_Pct_T2,ORB_Pct_T2,FTR_T2,Win_T2,eFG_diff,TOV_Pct_diff,ORB_Pct_diff,FTR_diff,Win_diff,Pred,brier_score_2024,winning_brier_score,brier_score_per_game
2024,1161,1438,1,0.5503484427034648,0.13040891535963162,0.21414396672468344,0.2561889714012988,0.6875,0.4930411122098516,0.10951609436157049,0.2371465800054661,0.16394655984676423,0.696969696969697,0.05730733049361325,0.020892820998061126,-0.023002613280782652,0.09224241155453458,-0.009469696969697017,0.4090566441658064,0.21064,0.05313,0.34921
2024,1224,1447,0,0.5262018644034547,0.17463671193250185,0.3133762297062916,0.32688664632426595,0.5,0.4481420631669354,0.12298751584153975,0.27956284005825693,0.19253199909472724,0.4827586206896552,0.07805980123651934,0.05164919609096211,0.03381338964803465,0.13435464722953872,0.017241379310344807,0.4674939179877006,0.21064,0.05313,0.21855
2024,1129,1160,0,0.5190399146755228,0.1355266737880772,0.30957959616626585,0.27473986740556366,0.6666666666666666,0.5532214582364728,0.15309222704571074,0.29408067536270505,0.28111725477009963,0.7058823529411765,-0.034181543560950045,-0.017565553257633537,0.0154989208035608,-0.006377387364535969,-0.03921568627450989,0.5313525201345888,0.21064,0.05313,0.28234
2024,1212,1286,1,0.4858969947986026,0.17137104620148072,0.2649006320624757,0.28583901663981054,0.5483870967741935,0.5416560045434299,0.1479891496065967,0.18850022688151688,0.228750221797823,0.4838709677419355,-0.05575900974482728,0.023381896594884016,0.07640040518095884,0.057088794841987534,0.06451612903225801,0.5424033679463488,0.21064,0.05313,0.20939
2024,1112,1253,1,0.5509501502451147,0.13596992087006768,0.34374278885999254,0.2699720384243419,0.7575757575757576,0.4913266874365986,0.14177723690453203,0.3101577210156367,0.2742145339227483,0.5757575757575758,0.05962346280851616,-0.005807316034464355,0.03358506784435583,-0.0042424954984063845,0.18181818181818177,0.7033086096420459,0.21064,0.05313,0.08803
2024,1103,1166,0,0.520357963793449,0.14347443967232068,0.27049366791658574,0.24922500012009802,0.6875,0.5750899282323731,0.12927424784295147,0.2422638534525761,0.19314447464382245,0.71875,-0.05473196443892414,0.014200191829369213,0.028229814464009656,0.05608052547627557,-0.03125,0.4314351433548892,0.21064,0.05313,0.18614
2024,1173,1305,1,0.5644503945371475,0.1342258383662498,0.248059759532764,0.27773348750161087,0.7741935483870968,0.5335699323499101,0.12961534039516745,0.2579210285783618,0.3393205585858709,0.78125,0.03088046218723739,0.004610497971082345,-0.00986126904559781,-0.06158707108426004,-0.007056451612903247,0.5759272903871243,0.21064,0.05313,0.17984
2024,1140,1182,0,0.551392219929391,0.12858780797163327,0.31095816935295134,0.1976822277230503,0.696969696969697,0.5006262977982076,0.14926722713142226,0.27203170646463637,0.24188344153448862,0.6764705882352942,0.05076592213118347,-0.020679419159788992,0.03892646288831497,-0.04420121381143832,0.02049910873440286,0.7130988431215384,0.21064,0.05313,0.50851
2024,1211,1270,1,0.5661307686022544,0.11790305786116957,0.31880647329747697,0.23530051866751547,0.7741935483870968,0.5495277209961209,0.11438694529462481,0.3050290923550112,0.2926539567020101,0.896551724137931,0.016603047606133514,0.0035161125665447573,0.013777380942465778,-0.057353438034494636,-0.1223581757508343,0.5711302966570185,0.21064,0.05313,0.18393
2024,1228,1287,1,0.5392505235318448,0.12361268782941108,0.3472338373364412,0.2864481936885556,0.7647058823529411,0.5478439185164634,0.15250859681613949,0.3040682843272036,0.23638899035181557,0.7333333333333333,-0.00859339498461864,-0.028895908986728405,0.04316555300923758,0.05005920333674005,0.03137254901960784,0.5996035386958805,0.21064,0.05313,0.16032
2024,1235,1355,1,0.5199912180886868,0.130213799858064,0.3013875711656504,0.2596178830971299,0.7941176470588235,0.556791205692949,0.143823867027889,0.2204482923031952,0.22228962987404882,0.6129032258064516,-0.036799987604262285,-0.013610067169824991,0.0809392788624552,0.03732825322308109,0.18121442125237186,0.6750469750501322,0.21064,0.05313,0.10559
2024,1242,1359,1,0.536220707313549,0.14661093396275818,0.2433858727491221,0.2398971225863404,0.6774193548387096,0.5682697381437543,0.1544456929552683,0.27153788933918466,0.2715876720555473,0.84375,-0.03204903083020527,-0.007834758992510127,-0.028152016590062556,-0.03169054946920688,-0.16633064516129037,0.41532623900336973,0.21064,0.05313,0.34184
2024,1277,1280,1,0.5177303211560359,0.12246173584785915,0.2839713629885188,0.2131510454863278,0.5757575757575758,0.5182942804582106,0.1540366833205607,0.33207994019449805,0.26286617131951684,0.6176470588235294,-5.639593021746769e-4,-0.03157494747270155,-0.04810857720597922,-0.049715125833189044,-0.04188948306595364,0.49874846450601473,0.21064,0.05313,0.25125
2024,1301,1403,1,0.5106670840478957,0.11608348185849109,0.2677824117974192,0.24374425001726255,0.6111111111111112,0.52819561852741,0.13937542344147433,0.27838244962841946,0.2717475877061269,0.696969696969697,-0.0175285344795143,-0.02329194158298324,-0.010600037831000275,-0.028003337688864344,-0.08585858585858586,0.5105402160815521,0.21064,0.05313,0.23957
2024,1314,1447,1,0.512236639077759,0.11948864887591484,0.3127009268812069,0.28200331405059087,0.7941176470588235,0.4481420631669354,0.12298751584153975,0.27956284005825693,0.19253199909472724,0.4827586206896552,0.06409457591082357,-0.0034988669656249027,0.03313808682294994,0.08947131495586363,0.3113590263691683,0.6621598665489986,0.21064,0.05313,0.11414
2024,1246,1324,0,0.5746130793166623,0.12365445045222143,0.25432382215606203,0.2403728789701177,0.71875,0.5249124684100178,0.13705013370493604,0.2867747799254564,0.23685172428955245,0.6764705882352942,0.04970061090664446,-0.013395683252714619,-0.032450957769394384,0.0035211546805652416,0.04227941176470584,0.5321303790530048,0.21064,0.05313,0.28316
2024,1332,1376,1,0.5193710464258633,0.12389622847979895,0.2603224630986345,0.23827437832427334,0.6764705882352942,0.5083045041402722,0.12354066216417761,0.30020080124427545,0.2319338485614591,0.7878787878787878,0.011066542285591119,3.555663156213362e-4,-0.03987833814564096,0.00634052976281424,-0.11140819964349369,0.40623690661754425,0.21064,0.05313,0.35255
2024,1389,1397,0,0.45287220703185416,0.15329382985651607,0.3219921630051803,0.2808163881904497,0.5806451612903226,0.5150309101575316,0.12256341310916266,0.31864437512832766,0.261862576759549,0.75,-0.062158703125677395,0.030730416747353412,0.003347787876852637,0.01895381143090069,-0.16935483870967738,0.3447725482003148,0.21064,0.05313,0.11887
2024,1161,1400,0,0.5503484427034648,0.13040891535963162,0.21414396672468344,0.2561889714012988,0.6875,0.5394129584274572,0.14075867685621157,0.28190702420459596,0.23457488046574668,0.625,0.010935484276007656,-0.010349761496579957,-0.06776305747991251,0.021614090935552138,0.0625,0.40509358109903626,0.21064,0.05313,0.1641
2024,1179,1450,0,0.5512088832057648,0.11455091859499736,0.2234203694059064,0.2529159045990682,0.8181818181818182,0.522997573374464,0.13294854468679584,0.3111980729998634,0.2305795591629138,0.7272727272727273,0.028211309831300824,-0.018397626091798486,-0.08777770359395701,0.022336345436154398,0.09090909090909094,0.40311220790016195,0.21064,0.05313,0.1625
2024,1104,1158,1,0.5659169461825754,0.13721211081203308,0.3343065770479071,0.28377754818903617,0.65625,0.5242845127801955,0.11799169128613769,0.31785393781253013,0.1982745957880712,0.7878787878787878,0.041632433402379876,0.019220419525895385,0.016452639235376987,0.08550295240096498,-0.13162878787878785,0.4431228526522052,0.21064,0.05313,0.31011
2024,1124,1159,1,0.5579379995346189,0.14554429257441037,0.3252378793203271,0.30672282992981936,0.6875,0.5354293846418681,0.1391541016623774,0.2291637368690429,0.19486907166098782,0.7272727272727273,0.0225086148927508,0.006390190912032967,0.0960741424512842,0.11185375826883154,-0.03977272727272729,0.606187950305588,0.21064,0.05313,0.15509
2024,1155,1307,1,0.5387227839125832,0.12758589220536742,0.26063832328638914,0.24594055914781712,0.65625,0.5118700900271538,0.11567974984574762,0.3101273797498403,0.24002669846799732,0.7352941176470589,0.026852693885429435,0.0119061423596198,-0.04948905646345114,0.0059138606798198046,-0.07904411764705888,0.39655668011750766,0.21064,0.05313,0.36414
2024,1160,1196,1,0.5532214582364728,0.15309222704571074,0.29408067536270505,0.28111725477009963,0.7058823529411765,0.5179646270975258,0.12933914409437564,0.3604476996750413,0.2774343441587293,0.6857142857142857,0.035256831138947065,0.023753082951335103,-0.06636702431233626,0.003682910611370327,0.020168067226890796,0.3862589579428908,0.21064,0.05313,0.37668
2024,1163,1391,1,0.5723689130680243,0.11935394436357716,0.3486334379051944,0.2533187733320561,0.9117647058823529,0.5373223362122705,0.13458535239615113,0.25416059931546287,0.246463332367557,0.6129032258064516,0.03504657685575374,-0.015231408032573973,0.09447283858973154,0.00685544096449911,0.2988614800759013,0.8045296802332629,0.21064,0.05313,0.03821
2024,1181,1436,1,0.5537782010768824,0.12169304177048036,0.29767070108449917,0.2514202360987955,0.75,0.5214812601780849,0.1169436599994209,0.20606995385065316,0.21978692917392856,0.8125,0.03229694089879742,0.004749381771059463,0.09160074723384601,0.03163330692486693,-0.0625,0.6723916990326833,0.21064,0.05313,0.10733
2024,1213,1388,1,0.5192101944391371,0.14720738224690402,0.32613937954492844,0.34945209521704207,0.875,0.5337267743328479,0.1252636182562483,0.36783845259899384,0.19774459439492273,0.78125,-0.014516579893710801,0.02194376399065573,-0.041699073054065394,0.15170750082211934,0.09375,0.2837122946212268,0.21064,0.05313,0.51307
2024,1222,1255,1,0.4967654446516317,0.10842006893625966,0.3653719776816394,0.21089301711427672,0.8823529411764706,0.4982903382460737,0.1484740891117313,0.36388171435443917,0.2784873699668692,0.5806451612903226,-0.0015248935944420228,-0.04005402017547163,0.0014902633272002586,-0.06759435285259247,0.30170777988614794,0.7185675005950812,0.21064,0.05313,0.0792
2024,1241,1458,1,0.5456969585228292,0.12356412419673053,0.2947062944370084,0.24635572915986076,0.9090909090909091,0.5276655979994367,0.12235436790747357,0.2910447954981828,0.26727318065892064,0.6285714285714286,0.018031360523392492,0.001209756289256958,0.0036614989388256136,-0.02091745149905988,0.2805194805194805,0.6422036933207247,0.21064,0.05313,0.12802
2024,1266,1443,1,0.5515554711444075,0.12534981398715261,0.2430334957700215,0.18582155935201175,0.7352941176470589,0.522382778642922,0.15842072711030744,0.2590376220545777,0.2408881085822367,0.6333333333333333,0.029172692501485464,-0.03307091312315483,-0.01600412628455619,-0.05506654923022494,0.10196078431372557,0.6431174097726711,0.21064,0.05313,0.12737
2024,1194,1321,0,0.5519939989422561,0.13372518290409977,0.3172320023020917,0.25753151938987834,0.7575757575757576,0.5321523340985079,0.11122881775747775,0.2328595234710938,0.23039357363789786,0.65625,0.019841664843748164,0.02249636514662201,0.08437247883099791,0.027137945751980475,0.10132575757575757,0.6722094809057253,0.21064,0.05313,0.45187
2024,1212,1345,0,0.4858969947986026,0.17137104620148072,0.2649006320624757,0.28583901663981054,0.5483870967741935,0.5591270513188693,0.13678021123003672,0.36524749241647747,0.31429622967563375,0.8787878787878788,-0.0732300565202667,0.034590834971443996,-0.10034686035400175,-0.028457213035823214,-0.3304007820136853,0.17116225827639947,0.21064,0.05313,0.0293
2024,1361,1412,1,0.49952861631661083,0.1312169904390984,0.3057319234735805,0.2801344437956407,0.6875,0.503495694605967,0.13866773380703898,0.3343037728277732,0.3057611654887172,0.6666666666666666,-0.003967078289356163,-0.0074507433679405766,-0.028571849354192658,-0.025626721693076504,0.02083333333333337,0.4948661250478486,0.21064,0.05313,0.25516
2024,1304,1401,0,0.5347305571417788,0.1372208419773767,0.2546330733891748,0.24945726993119766,0.696969696969697,0.4549277428456575,0.11195786634310156,0.412073536151207,0.2740549040821385,0.5882352941176471,0.07980281429612124,0.025262975634275125,-0.15744046276203222,-0.02459763415094085,0.10873440285204994,0.30801924130606584,0.21064,0.05313,0.09488
2024,1395,1429,0,0.5189766260944545,0.14618652048247596,0.33249305100606236,0.2645906760458146,0.6363636363636364,0.5447219195688907,0.13696549650613865,0.26734469224332513,0.28969231433522563,0.8064516129032258,-0.025745293474436215,0.009221023976337311,0.06514835876273722,-0.025101638289411032,-0.1700879765395894,0.5770109881440574,0.21064,0.05313,0.33294
2024,1120,1463,0,0.5408198316215491,0.12534516244945032,0.3118793768862339,0.29128606095438225,0.7941176470588235,0.5235281831749571,0.1170997831905498,0.2576274273817466,0.19377606128620886,0.6896551724137931,0.017291648446592034,0.008245379258900523,0.05425194950448731,0.09750999966817339,0.10446247464503033,0.571838780665288,0.21064,0.05313,0.327
2024,1112,1173,1,0.5509501502451147,0.13596992087006768,0.34374278885999254,0.2699720384243419,0.7575757575757576,0.5644503945371475,0.1342258383662498,0.248059759532764,0.27773348750161087,0.7741935483870968,-0.013500244292032781,0.0017440825038178842,0.09568302932722855,-0.007761449077268945,-0.016617790811339184,0.6858743342422794,0.21064,0.05313,0.09867
2024,1166,1332,1,0.5750899282323731,0.12927424784295147,0.2422638534525761,0.19314447464382245,0.71875,0.5193710464258633,0.12389622847979895,0.2603224630986345,0.23827437832427334,0.6764705882352942,0.05571888180650986,0.00537801936315252,-0.018058609646058404,-0.04512990368045089,0.04227941176470584,0.5839706572214599,0.21064,0.05313,0.17308
2024,1211,1242,1,0.5661307686022544,0.11790305786116957,0.31880647329747697,0.23530051866751547,0.7741935483870968,0.536220707313549,0.14661093396275818,0.2433858727491221,0.2398971225863404,0.6774193548387096,0.029910061288705436,-0.028707876101588606,0.07542060054835487,-0.0045966039188249375,0.09677419354838712,0.752837369057061,0.21064,0.05313,0.06109
2024,1182,1228,0,0.5006262977982076,0.14926722713142226,0.27203170646463637,0.24188344153448862,0.6764705882352942,0.5392505235318448,0.12361268782941108,0.3472338373364412,0.2864481936885556,0.7647058823529411,-0.03862422573363722,0.025654539302011184,-0.07520213087180483,-0.044564752154066994,-0.08823529411764697,0.3073725273844816,0.21064,0.05313,0.09448
2024,1235,1450,1,0.5199912180886868,0.130213799858064,0.3013875711656504,0.2596178830971299,0.7941176470588235,0.522997573374464,0.13294854468679584,0.3111980729998634,0.2305795591629138,0.7272727272727273,-0.003006355285777196,-0.0027347448287318443,-0.009810501834213003,0.029038323934216098,0.06684491978609619,0.4898293364870062,0.21064,0.05313,0.26027
2024,1301,1324,1,0.5106670840478957,0.11608348185849109,0.2677824117974192,0.24374425001726255,0.6111111111111112,0.5249124684100178,0.13705013370493604,0.2867747799254564,0.23685172428955245,0.6764705882352942,-0.014245384362122082,-0.02096665184644496,-0.01899236812803723,0.006892525727710097,-0.065359477124183,0.4670707858279966,0.21064,0.05313,0.28401
2024,1277,1314,0,0.5177303211560359,0.12246173584785915,0.2839713629885188,0.2131510454863278,0.5757575757575758,0.512236639077759,0.11948864887591484,0.3127009268812069,0.28200331405059087,0.7941176470588235,0.00549368207827694,0.0029730869719443026,-0.028729563892688048,-0.06885226856426307,-0.21836007130124768,0.455478467816732,0.21064,0.05313,0.20746
2024,1397,1400,1,0.5150309101575316,0.12256341310916266,0.31864437512832766,0.261862576759549,0.75,0.5394129584274572,0.14075867685621157,0.28190702420459596,0.23457488046574668,0.625,-0.024382048269925627,-0.018195263747048912,0.036737350923731704,0.027287696293802316,0.125,0.603541258722678,0.21064,0.05313,0.15718
2024,1104,1213,1,0.5659169461825754,0.13721211081203308,0.3343065770479071,0.28377754818903617,0.65625,0.5192101944391371,0.14720738224690402,0.32613937954492844,0.34945209521704207,0.875,0.0467067517434383,-0.009995271434870945,0.008167197502978674,-0.0656745470280059,-0.21875,0.589763710107251,0.21064,0.05313,0.16829
2024,1124,1155,0,0.5579379995346189,0.14554429257441037,0.3252378793203271,0.30672282992981936,0.6875,0.5387227839125832,0.12758589220536742,0.26063832328638914,0.24594055914781712,0.65625,0.019215215622035653,0.01795840036904295,0.06459955603393797,0.06078227078200224,0.03125,0.5913955480904276,0.21064,0.05313,0.34975
2024,1163,1321,1,0.5723689130680243,0.11935394436357716,0.3486334379051944,0.2533187733320561,0.9117647058823529,0.5321523340985079,0.11122881775747775,0.2328595234710938,0.23039357363789786,0.65625,0.04021657896951636,0.008125126606099403,0.11577391443410062,0.022925199694158238,0.2555147058823529,0.7947525221252278,0.21064,0.05313,0.04213
2024,1181,1241,1,0.5537782010768824,0.12169304177048036,0.29767070108449917,0.2514202360987955,0.75,0.5456969585228292,0.12356412419673053,0.2947062944370084,0.24635572915986076,0.9090909090909091,0.00808124255405318,-0.0018710824262501702,0.0029644066474907582,0.005064506938934732,-0.15909090909090906,0.47900263324167186,0.21064,0.05313,0.27144
2024,1222,1401,1,0.4967654446516317,0.10842006893625966,0.3653719776816394,0.21089301711427672,0.8823529411764706,0.4549277428456575,0.11195786634310156,0.412073536151207,0.2740549040821385,0.5882352941176471,0.04183770180597418,-0.0035377974068419027,-0.04670155846956758,-0.06316188696786179,0.2941176470588235,0.617758661728875,0.21064,0.05313,0.14611
2024,1160,1266,0,0.5532214582364728,0.15309222704571074,0.29408067536270505,0.28111725477009963,0.7058823529411765,0.5515554711444075,0.12534981398715261,0.2430334957700215,0.18582155935201175,0.7352941176470589,0.0016659870920653352,0.027742413058558124,0.05104717959268354,0.09529569541808788,-0.02941176470588236,0.48030624561664964,0.21064,0.05313,0.23069
