"","Season","Team1","Team2","Team1_win","eFG_T1","TOV_Pct_T1","ORB_Pct_T1","FTR_T1","Win_T1","eFG_T2","TOV_Pct_T2","ORB_Pct_T2","FTR_T2","Win_T2","eFG_diff","TOV_Pct_diff","ORB_Pct_diff","FTR_diff","Win_diff"
"1",2003,1411,1421,0,0.503035730984351,0.184550525523173,0.360132701060541,0.330188067911323,0.6,0.489800457255952,0.19696498792837,0.347183789566714,0.287715640512998,0.448275862068966,0.0132352737283996,-0.012414462405197,0.0129489114938271,0.0424724273983246,0.151724137931034
"2",2003,1112,1436,1,0.517631531835781,0.160953046434161,0.394026898247711,0.272214123066776,0.892857142857143,0.494731616158537,0.180141263067833,0.38001640587181,0.235084077049748,0.655172413793103,0.0228999156772441,-0.0191882166336723,0.0140104923759006,0.0371300460170271,0.237684729064039
"3",2003,1113,1272,1,0.51733415285536,0.170036091644575,0.398079639112576,0.313269992193953,0.620689655172414,0.498336900365261,0.163772134870207,0.366802723111363,0.259300334835725,0.793103448275862,0.0189972524900994,0.00626395677436845,0.0312769160012125,0.0539696573582276,-0.172413793103448
"4",2003,1141,1166,1,0.572835473214323,0.223575410695237,0.359177269471207,0.36958789517331,0.793103448275862,0.567454847050296,0.167750287959987,0.339232992327674,0.245126587364916,0.878787878787879,0.00538062616402701,0.0558251227352492,0.0199442771435322,0.124461307808394,-0.0856844305120167
"5",2003,1143,1301,1,0.524097610406141,0.173659911061388,0.322309938339431,0.240966748611911,0.724137931034483,0.534189309944848,0.185833821410604,0.308813299988585,0.298488950626928,0.6,-0.0100916995387063,-0.0121739103492167,0.013496638350846,-0.0575222020150175,0.124137931034483
"6",2003,1140,1163,0,0.532676673340074,0.181795600214512,0.343469745303682,0.362778258050206,0.741935483870968,0.524237211819073,0.182166682086527,0.403977157121845,0.244548750842339,0.7,0.00843946152100106,-0.000371081872014817,-0.0605074118181634,0.118229507207866,0.0419354838709678
"7",2003,1161,1181,0,0.548663285725674,0.204850025062286,0.361121791968296,0.332273453113637,0.566666666666667,0.521744588506821,0.162827264827307,0.375102718284752,0.335052738297523,0.8,0.0269186972188526,0.0420227602349786,-0.0139809263164564,-0.00277928518388615,-0.233333333333333
"8",2003,1153,1211,0,0.465464851901109,0.135888934155778,0.332503597050925,0.264309864348218,0.607142857142857,0.536146128782904,0.180073860165279,0.358111036688847,0.332684493874451,0.741935483870968,-0.0706812768817957,-0.0441849260095006,-0.0256074396379221,-0.0683746295262325,-0.134792626728111
"9",2003,1228,1443,1,0.551888051337057,0.169955784190478,0.307924116847092,0.251330746674453,0.8,0.533057063966471,0.188850873701881,0.357503197646286,0.26185434565473,0.741935483870968,0.0188309873705861,-0.0188950895114025,-0.0495790807991934,-0.0105235989802774,0.0580645161290323
"10",2003,1242,1429,1,0.525461244867579,0.169681947360104,0.38285045836095,0.258338282077105,0.766666666666667,0.495003667505948,0.166635344212254,0.391238402131512,0.282770550290261,0.733333333333333,0.0304575773616317,0.00304660314785019,-0.00838794377056218,-0.0244322682131562,0.0333333333333334
