"","Season","Team1","Team2","Team1_win","eFG_T1","TOV_Pct_T1","ORB_Pct_T1","FTR_T1","Win_T1","eFG_T2","TOV_Pct_T2","ORB_Pct_T2","FTR_T2","Win_T2","eFG_diff","TOV_Pct_diff","ORB_Pct_diff","FTR_diff","Win_diff","Pred","brier_score_2025","winning_brier_score","brier_score_per_game"
"1",2025,1196,1222,1,0.551660383023361,0.123106770961267,0.365928642273673,0.238210253590618,0.882352941176471,0.529548696858772,0.117258538525495,0.356662034116947,0.211141271450339,0.882352941176471,0.0221116861645886,0.00584823243577232,0.00926660815672553,0.0270689821402794,0,0.634974602299948,0.18483,0.10411,0.13324
"2",2025,1120,1196,0,0.559326455610864,0.113081048857863,0.329032436483157,0.251590548941967,0.848484848484849,0.551660383023361,0.123106770961267,0.365928642273673,0.238210253590618,0.882352941176471,0.00766607258750374,-0.010025722103404,-0.0368962057905157,0.0133802953513487,-0.0338680926916221,0.562126567071146,0.18483,0.10411,0.31599
"3",2025,1181,1222,0,0.574670504826003,0.12071532972129,0.335700208477283,0.257277474639534,0.911764705882353,0.529548696858772,0.117258538525495,0.356662034116947,0.211141271450339,0.882352941176471,0.0451218079672306,0.00345679119579506,-0.0209618256396643,0.0461362031891948,0.0294117647058824,0.617794731696935,0.18483,0.10411,0.38167
"4",2025,1222,1397,1,0.529548696858772,0.117258538525495,0.356662034116947,0.211141271450339,0.882352941176471,0.532349133990052,0.12820111170267,0.334247212170319,0.269837558423558,0.794117647058823,-0.00280043713127975,-0.0109425731771745,0.0224148219466285,-0.058696286973219,0.0882352941176471,0.748178337386928,0.18483,0.10411,0.06341
"5",2025,1120,1277,1,0.559326455610864,0.113081048857863,0.329032436483157,0.251590548941967,0.848484848484849,0.513585969142699,0.135562251671536,0.340008422994588,0.300123690496558,0.818181818181818,0.0457404864681659,-0.0224812028136723,-0.0109759865114308,-0.0485331415545907,0.0303030303030303,0.784428288596272,0.18483,0.10411,0.04647
"6",2025,1196,1403,1,0.551660383023361,0.123106770961267,0.365928642273673,0.238210253590618,0.882352941176471,0.555402381769695,0.121062056838283,0.320822068899072,0.228771114097447,0.757575757575758,-0.00374199874633463,0.00204471412298436,0.045106573374601,0.0094391394931708,0.124777183600713,0.731755157708313,0.18483,0.10411,0.07196
"7",2025,1104,1181,0,0.564049310941374,0.138931370991811,0.328017398389138,0.292238524822595,0.757575757575758,0.574670504826003,0.12071532972129,0.335700208477283,0.257277474639534,0.911764705882353,-0.0106211938846289,0.0182160412705212,-0.00768281008814514,0.0349610501830612,-0.154188948306595,0.403188474902797,0.18483,0.10411,0.16256
"8",2025,1120,1276,1,0.559326455610864,0.113081048857863,0.329032436483157,0.251590548941967,0.848484848484849,0.545745408373483,0.16926519509919,0.31661257733247,0.257568039086614,0.735294117647059,0.0135810472373815,-0.0561841462413263,0.0124198591506869,-0.00597749014464732,0.11319073083779,0.888897698978253,0.18483,0.10411,0.01234
"9",2025,1222,1345,1,0.529548696858772,0.117258538525495,0.356662034116947,0.211141271450339,0.882352941176471,0.563325585900346,0.132118605258696,0.289369900120363,0.258914547000386,0.666666666666667,-0.0337768890415736,-0.0148600667332005,0.0672921339965847,-0.0477732755500471,0.215686274509804,0.827003593651761,0.18483,0.10411,0.02993
"10",2025,1246,1397,0,0.560321135344355,0.12833692076432,0.262683116967382,0.272292238763937,0.666666666666667,0.532349133990052,0.12820111170267,0.334247212170319,0.269837558423558,0.794117647058823,0.0279720013543034,0.000135809061650338,-0.0715640952029371,0.00245468034037949,-0.127450980392157,0.426598445504337,0.18483,0.10411,0.18199
