TeamID,Season,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
1101,2024,70.96774193548387,24.677419354838708,58.096774193548384,5.064516129032258,14.806451612903226,16.548387096774192,22.483870967741936,7.806451612903226,21.419354838709676,11.935483870967742,12.096774193548388,7.903225806451613,2.096774193548387,19.677419354838708
1102,2024,66.16129032258064,23.451612903225808,51.74193548387097,8.806451612903226,24.419354838709676,10.451612903225806,15.32258064516129,6.419354838709677,19.451612903225808,14.548387096774194,10.741935483870968,6.516129032258065,3.935483870967742,17.451612903225808
1103,2024,72.34375,25.5625,56.34375,7.5,23.40625,13.71875,18.9375,8.1875,23.875,12.3125,10.8125,5.34375,2.875,16.96875
1104,2024,90.75,30.90625,64.75,11.0625,30.28125,17.875,22.8125,11.03125,25.09375,15.90625,11.8125,7.25,4.0625,19.875
1105,2024,68.6969696969697,22.818181818181817,54.72727272727273,4.212121212121212,14.787878787878787,18.848484848484848,26.21212121212121,9.424242424242424,22.393939393939394,10.424242424242424,15.272727272727273,7.606060606060606,3.878787878787879,21.060606060606062
1106,2024,66.06896551724138,22.96551724137931,64.44827586206897,6.931034482758621,24.724137931034484,13.206896551724139,18.379310344827587,11.275862068965518,22.655172413793103,10.206896551724139,11.03448275862069,8.241379310344827,3.586206896551724,19.448275862068964
1107,2024,78.03225806451613,28.35483870967742,64.06451612903226,7.774193548387097,23.677419354838708,13.548387096774194,18.677419354838708,9.67741935483871,23.193548387096776,12.612903225806452,12.580645161290322,8.03225806451613,3.161290322580645,19.580645161290324
1108,2024,71.93548387096774,25.612903225806452,57.774193548387096,5.258064516129032,15.387096774193548,15.451612903225806,21.580645161290324,9.35483870967742,21.870967741935484,11.64516129032258,11,6.774193548387097,1.8064516129032258,17.70967741935484
1110,2024,67.64516129032258,24.096774193548388,53.903225806451616,8.387096774193548,24.161290322580644,11.064516129032258,15.290322580645162,7.483870967741935,21.580645161290324,13.580645161290322,10.03225806451613,5.774193548387097,1.6774193548387097,16.451612903225808
1111,2024,77.12903225806451,28.70967741935484,60.483870967741936,6.32258064516129,18.838709677419356,13.387096774193548,19.548387096774192,9.35483870967742,27.903225806451612,14,10.161290322580646,5.967741935483871,6.516129032258065,12.838709677419354
1112,2024,87.93939393939394,31.545454545454547,64.51515151515152,7.818181818181818,21.060606060606062,17.03030303030303,23.696969696969695,11.545454545454545,27.454545454545453,18.575757575757574,11.757575757575758,8.272727272727273,3.484848484848485,16.333333333333332
1113,2024,69.03125,24.71875,59.375,6.71875,22.40625,12.875,19.65625,6.84375,23,12.03125,10.03125,8.21875,3.65625,16.625
1114,2024,77.36363636363636,28.09090909090909,59.515151515151516,6.2727272727272725,18.393939393939394,14.909090909090908,19.90909090909091,9.454545454545455,23.848484848484848,14.696969696969697,11.303030303030303,6,4.7272727272727275,17.666666666666668
