"","TeamID","Season","Score","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","Ast","TO","Stl","Blk","PF"
"1",1101,2019.15017064846,69.9590443686007,24.3651877133106,55.7986348122867,6.74744027303754,19.1843003412969,14.481228668942,20.1365187713311,8.53924914675768,21.5631399317406,13.5699658703072,13.1843003412969,7.78839590443686,2.31399317406143,21.0307167235495
"2",1102,2013.63322884013,63.8166144200627,22.1520376175549,49.2648902821317,7.59717868338558,21.2836990595611,11.9153605015674,17.0736677115987,6.85423197492163,20.9811912225705,13.7351097178683,12.0329153605016,6.17084639498433,2.25548589341693,17.3667711598746
"3",1103,2013.49486049927,71.9060205580029,24.8913362701909,56.1233480176211,8.03377386196769,22.6710719530103,14.0895741556534,20.2687224669604,10.5624082232012,23.5638766519824,13.5653450807636,12.5521292217327,6.31277533039648,3.37004405286344,18.5198237885463
"4",1104,2013.69319826339,72.7018813314038,25.3516642547033,56.9913169319826,7.10564399421129,20.9088277858177,14.8929088277858,21.2793053545586,11.4949348769899,25.0853835021708,12.7626628075253,13.3531114327062,6.73227206946454,4.49493487698987,17.9739507959479
"5",1105,2013.755,64.5066666666667,22.4633333333333,56.3816666666667,5.38,17.835,14.2,21.4866666666667,11.2133333333333,23.1433333333333,11.4366666666667,15.0516666666667,6.89833333333333,3.50666666666667,19.375
"6",1106,2013.42924528302,64.8506289308176,22.6839622641509,56.3915094339623,5.9811320754717,19.0487421383648,13.501572327044,20.8207547169811,11.9622641509434,23.1289308176101,11.1556603773585,14.5581761006289,6.49528301886792,3.38522012578616,19.3899371069182
"7",1107,2013.42728635682,67.3433283358321,23.6056971514243,54.5667166416792,6.41829085457271,18.4992503748126,13.7136431784108,18.7691154422789,10.3928035982009,23.6311844077961,11.9250374812594,13.2743628185907,5.94752623688156,2.37631184407796,17.7391304347826
"8",1108,2013.39968404423,65.1974723538705,22.86887835703,56.3965244865719,5.44233807266983,17.2906793048973,14.0173775671406,20.8499210110585,10.739336492891,22.5576619273302,10.3965244865719,15.5876777251185,6.79304897314376,2.90837282780411,19.8941548183254
"9",1110,2013.34198473282,64.6748091603053,23.0763358778626,51.7435114503817,6.64580152671756,18.6534351145038,11.8763358778626,17.0229007633588,8.64732824427481,22.8885496183206,12.963358778626,13.0854961832061,5.98473282442748,2.81832061068702,17.3435114503817
"10",1111,2013.58333333333,70.8490566037736,24.7562893081761,57.1666666666667,7.25157232704403,21.2185534591195,14.0849056603774,20.4622641509434,10.8160377358491,24.1588050314465,12.4182389937107,13.7468553459119,6.38522012578616,3.50471698113208,17.940251572327
"11",1112,2013.64447592068,77.443342776204,27.1643059490085,57.8399433427762,6.79036827195467,18.3526912181303,16.3243626062323,22.399433427762,11.2025495750708,25.5169971671388,15.5084985835694,12.7011331444759,6.43342776203966,3.69688385269122,17.0552407932011
"12",1113,2013.63529411765,70.9823529411765,24.6911764705882,56.075,7.20147058823529,20.9426470588235,14.3985294117647,20.7102941176471,9.85588235294118,23.8823529411765,13.8294117647059,12.6470588235294,6.36617647058824,3.54264705882353,18.2529411764706
"13",1114,2013.596875,68.0796875,23.5484375,54.1515625,5.871875,17.078125,15.1109375,21.59375,10.29375,23.2703125,12.4640625,13.8796875,6.0390625,3.0359375,19.3734375
"14",1115,2013.53846153846,61.2123076923077,21.4846153846154,53.9723076923077,5.56769230769231,17.8184615384615,12.6753846153846,19.2461538461538,10.0723076923077,22.2753846153846,10.96,15.8846153846154,7.32461538461538,3.28615384615385,19.8507692307692
"15",1116,2013.66475644699,74.9856733524355,26.3481375358166,58.8839541547278,6.54441260744986,19.0630372492837,15.7449856733524,22.5286532951289,11.1289398280802,23.8065902578797,14.0458452722063,12.9255014326648,7.66905444126075,4.9025787965616,19.1661891117479
"16",1117,2013.6261829653,70.0741324921136,24.307570977918,56.1451104100946,6.47318611987382,18.5283911671924,14.9858044164038,21.4621451104101,10.9652996845426,23.903785488959,12.2649842271293,13.403785488959,6.12145110410095,3.07413249211356,18.6577287066246
"17",1119,2013.696,65.456,23.456,54.8448,7.1152,20.8272,11.4288,16.7584,8.7936,23.5808,13.36,14.1216,6.0608,2.3264,18.4208
"18",1120,2013.66471449488,72.8228404099561,25.2298682284041,58.01317715959,7.56661786237189,22.4231332357247,14.796486090776,21.6486090775988,11.4568081991215,23.5373352855051,13.6090775988287,13.5256222547584,7.54758418740849,4.40117130307467,19.3060029282577
"19",1122,2013.40428790199,71.1087289433384,24.854517611026,55.8621745788668,6.37978560490046,18.4241960183767,15.0199081163859,21.6370597243492,10.6569678407351,22.3154670750383,12.8897396630934,13.5252679938744,6.81010719754977,3.21898928024502,17.9831546707504
"20",1123,2013.54418604651,68.0589147286822,23.5240310077519,54.6511627906977,6.48372093023256,18.937984496124,14.5271317829457,20.9209302325581,10.3705426356589,23.9348837209302,12.4124031007752,13.5984496124031,5.78604651162791,2.71627906976744,18.6666666666667
"21",1124,2013.79027355623,73.4848024316109,25.7705167173252,57.031914893617,7.53647416413374,20.7340425531915,14.4072948328267,20.322188449848,11.9893617021277,23.3465045592705,14.0273556231003,13.2051671732523,6.9468085106383,4.03343465045593,17.806990881459
"22",1125,2013.57396449704,77.5769230769231,27.344674556213,57.7692307692308,9.39497041420118,25.758875739645,13.4926035502959,18.862426035503,9.57692307692308,24.7440828402367,16.4082840236686,13.5236686390533,7.33579881656805,2.78698224852071,17.7352071005917
"23",1126,2013.14376996805,64.6373801916933,22.8945686900958,55.223642172524,5.63897763578275,17.4121405750799,13.2092651757188,19.6916932907348,11.0159744408946,21.9105431309904,11.297124600639,14.0638977635783,7.07827476038339,2.85303514376997,19.3690095846645
"24",1127,2013.31962025316,63.3417721518987,22.4920886075949,54.620253164557,6.43037974683544,19.8101265822785,11.9272151898734,17.5,9.89873417721519,23.2753164556962,10.7863924050633,13.5237341772152,5.81645569620253,3.20094936708861,17.996835443038
"25",1128,2004.51886792453,67.6698113207547,22.3396226415094,49.3867924528302,7.62264150943396,20.3207547169811,15.3679245283019,21.7830188679245,10.5,22.4150943396226,12.7830188679245,14.2735849056604,6.4622641509434,2.66981132075472,18.9056603773585
"26",1129,2013.55722891566,72.9593373493976,25.6039156626506,56.9397590361446,7.51204819277108,21.2575301204819,14.2394578313253,19.9864457831325,9.91566265060241,24.2093373493976,13.0647590361446,12.7153614457831,6.11746987951807,2.57228915662651,18.0120481927711
"27",1130,2013.54294032023,70.0713245997089,24.8122270742358,55.8369723435226,6.6943231441048,19.5982532751092,13.7525473071325,19.5298398835517,10.3406113537118,23.3478893740902,14.0625909752547,12.8093158660844,5.94614264919942,3.43522561863173,16.665211062591
"28",1131,2013.53082706767,67.6105263157895,23.8842105263158,55.0496240601504,7.18646616541353,20.7624060150376,12.6556390977444,18.0691729323308,10.0330827067669,23.8917293233083,12.4105263157895,12.7368421052632,6.42255639097744,2.89924812030075,17.8345864661654
"29",1132,2013.56,68.8769230769231,24.4923076923077,56.5076923076923,6.25076923076923,18.5215384615385,13.6415384615385,19.4815384615385,10.3553846153846,23.9430769230769,12.7569230769231,13.3630769230769,6.63384615384615,3.25230769230769,18.8492307692308
"30",1133,2013.59124087591,67.3489051094891,23.6759124087591,54.8992700729927,6.52992700729927,18.9226277372263,13.4671532846715,19.0875912408759,10.0131386861314,23.8277372262774,12.5021897810219,13.3211678832117,6.73430656934307,3.23065693430657,18.6846715328467
"31",1135,2013.1323024055,68.0017182130584,23.2388316151203,54.1030927835052,7.03092783505155,20.4587628865979,14.4931271477663,20.5721649484536,9.15979381443299,24.0618556701031,13.0618556701031,13.8745704467354,6.39003436426117,3.33848797250859,17.5927835051546
"32",1136,2016.42372881356,69.0529661016949,24.4406779661017,57.125,7.39618644067797,22.3813559322034,12.7754237288136,18.228813559322,9.61652542372881,24.1440677966102,13.0423728813559,13.4152542372881,5.85381355932203,2.98305084745763,18.3813559322034
"33",1137,2013.52914798206,68.4439461883408,23.8086696562033,53.593423019432,6.89387144992526,19.2840059790732,13.932735426009,19.4828101644245,8.85650224215247,24.4484304932735,13.2989536621824,13.0702541106129,5.79820627802691,3.02242152466368,17.9775784753363
"34",1138,2013.47957639939,73.7866868381241,26.1860816944024,59.3948562783661,6.86686838124054,20.3872919818457,14.5476550680787,20.9425113464448,12.4795763993949,24.8683812405446,14.1452344931921,14.3298033282905,7.04538577912254,3.66868381240545,19.7155824508321
"35",1139,2013.5798816568,69.310650887574,24.1952662721894,54.439349112426,7.44378698224852,21.3047337278106,13.4763313609467,18.7322485207101,9.19082840236686,22.6967455621302,12.6065088757396,10.9733727810651,5.99556213017751,2.56656804733728,17.5251479289941
"36",1140,2013.59708029197,77.4379562043796,27.2452554744526,58.5124087591241,7.50510948905109,20.4671532846715,15.4423357664234,21.3197080291971,10.2715328467153,26.4262773722628,15.5240875912409,12.4510948905109,6.72554744525547,3.42189781021898,18.6948905109489
"37",1141,2013.48746081505,69.5235109717868,23.8228840125392,56.3542319749216,7.4858934169279,21.9137931034483,14.3918495297806,20.4435736677116,10.6347962382445,22.2366771159875,11.4843260188088,13.7758620689655,6.73981191222571,2.85423197492163,19.8761755485893
"38",1142,2013.54093097913,65.1508828250401,22.8314606741573,55.4285714285714,6.86356340288925,20.5088282504013,12.6243980738363,17.9807383627608,9.93097913322632,22.577849117175,11.4237560192616,12.4510433386838,5.74959871589085,2.80256821829856,18.9036918138042
"39",1143,2013.60812772134,69.622641509434,24.9056603773585,56.1741654571843,5.85921625544267,16.966618287373,13.9521044992743,19.744557329463,9.9622641509434,24.2206095791001,13.0740203193033,12.3875181422351,5.20174165457184,3.19593613933237,17.7126269956459
"40",1144,2013.5750798722,69.405750798722,24.4329073482428,55.2731629392971,6.74920127795527,19.6517571884984,13.7907348242812,19.8817891373802,9.61661341853035,22.611821086262,13.5638977635783,13.9568690095847,6.86102236421725,2.95047923322684,18.702875399361
"41",1145,2013.4339908953,69.9605462822458,25.01062215478,58.402124430956,7.33535660091047,21.6327769347496,12.6039453717754,18.1077389984825,11.2792109256449,23.1001517450683,13.7405159332322,13.5523520485584,6.44461305007587,3.20789074355083,18.5295902883156
"42",1146,2015.7435387674,70.0954274353877,24.5765407554672,58.5546719681909,6.76938369781312,20.2445328031809,14.1729622266402,20.6560636182903,10.5904572564612,23.6679920477137,12.6461232604374,14.8946322067594,6.220675944334,3.63021868787276,19.2902584493042
"43",1147,2007.13253012048,66.4176706827309,22.9919678714859,53.8955823293173,6.10441767068273,17.4497991967871,14.3293172690763,20.3092369477912,9.85943775100402,19.9879518072289,12.2690763052209,15.8835341365462,7.59839357429719,2.53815261044177,21.3734939759036
